"Phocaeicola_vulgatus"	"Faecalibacterium_prausnitzii"	"Bacteroides_uniformis"	"Prevotella_copri_clade_A"	"Bacteroides_stercoris"	"Phocaeicola_dorei"	"Bacteroides_ovatus"	"Bacteroides_fragilis"	"Eubacterium_rectale"	"Alistipes_putredinis"	"Bacteroides_caccae"	"Parabacteroides_distasonis"	"Bacteroides_xylanisolvens"	"Roseburia_faecis"	"Bacteroides_thetaiotaomicron"	"Roseburia_intestinalis"	"Phocaeicola_massiliensis"	"Alistipes_onderdonkii"	"Parabacteroides_merdae"	"Akkermansia_muciniphila"	"Escherichia_coli"	"Bacteroides_eggerthii"	"Sutterella_wadsworthensis"	"Dialister_invisus"	"Bacteroides_faecis"	"Bacteroides_cellulosilyticus"	"Lachnospira_eligens"	"Faecalibacterium_SGB15346"	"Eubacterium_siraeum"	"Barnesiella_intestinihominis"	"Alistipes_finegoldii"	"Phascolarctobacterium_faecium"	"Prevotella_sp_885"	"Flavonifractor_plautii"	"Lachnospira_pectinoschiza"	"Veillonella_parvula"	"Enterocloster_bolteae"	"Dysosmobacter_welbionis"	"Candidatus_Cibionibacter_quicibialis"	"Firmicutes_bacterium_AF16_15"	"Ruminococcus_bicirculans"	"Clostridium_sp_AF34_10BH"	"Odoribacter_splanchnicus"	"Alistipes_shahii"	"Ruminococcus_bromii"	"Bacteroides_finegoldii"	"Anaerostipes_hadrus"	"Prevotella_copri_clade_B"	"Roseburia_inulinivorans"	"Prevotella_marseillensis"	"Bacteroides_caecigallinarum"	"Phocaeicola_coprocola"	"Fusicatenibacter_saccharivorans"	"Ruminococcus_gnavus"	"Dysosmobacter_sp_BX15"	"Faecalibacterium_SGB15315"	"Alistipes_SGB2313"	"Ruminococcus_torques"	"Waltera_intestinalis"	"Blautia_wexlerae"	"Phocaeicola_plebeius"	"Ruminococcus_sp_BSD2780120874_150323_B10"	"Oscillibacter_sp_ER4"	"Parasutterella_excrementihominis"	"Acidaminococcus_intestini"	"Veillonella_dispar"	"Klebsiella_pneumoniae"	"GGB3746_SGB5089"	"GGB1266_SGB1699"	"Dorea_longicatena"	"GGB1543_SGB2126"	"Coprococcus_eutactus"	"Paraprevotella_clara"	"Prevotella_copri_clade_E"	"GGB3278_SGB4328"	"Roseburia_hominis"	"Prevotella_copri_clade_C"	"GGB1680_SGB2312"	"Bacteroides_ilei"	"GGB3277_SGB4327"	"Clostridium_sp_AF36_4"	"Clostridium_fessum"	"Lacrimispora_amygdalina"	"Akkermansia_sp_KLE1798"	"Bifidobacterium_longum"	"Clostridiales_bacterium"	"Clostridiaceae_bacterium"	"Clostridium_sp_AM22_11AC"	"GGB9708_SGB15234"	"Bifidobacterium_adolescentis"	"Alistipes_dispar"	"Enterocloster_clostridioformis"	"Eisenbergiella_massiliensis"	"Eubacterium_ventriosum"	"Lachnospira_sp_NSJ_43"	"Prevotella_stercorea"	"GGB9342_SGB14306"	"Hungatella_hathewayi"	"GGB781_SGB1024"	"Blautia_obeum"	"Haemophilus_parainfluenzae"	"Blautia_faecis"	"Bilophila_wadsworthia"	"Clostridium_leptum"	"Parasutterella_SGB9260"	"Clostridium_symbiosum"	"Ruthenibacterium_lactatiformans"	"Clostridium_sp_AF20_17LB"	"GGB9713_SGB15249"	"GGB51647_SGB4348"	"Roseburia_sp_AF02_12"	"GGB1549_SGB2133"	"Clostridium_sp_AT4"	"GGB6601_SGB9333"	"GGB4237_SGB5728"	"Phocaeicola_sartorii"	"Proteus_mirabilis"	"Clostridium_sp_1001270H_150608_G6"	"Alistipes_communis"	"Dysgonomonas_mossii"	"GGB33469_SGB15236"	"Vescimonas_coprocola"	"Rikenellaceae_bacterium"	"Prevotella_SGB48271"	"Bacteroides_salyersiae"	"Ruminococcus_lactaris"	"GGB3304_SGB4367"	"Bacteroides_intestinalis"	"Phascolarctobacterium_succinatutens"	"Bacteroides_mediterraneensis"	"Collinsella_aerofaciens"	"GGB33512_SGB15201"	"GGB3175_SGB4191"	"Clostridium_sp_AM49_4BH"	"Lactobacillus_acidophilus"	"GGB16040_SGB9347"	"Collinsella_SGB14861"	"Veillonella_rogosae"	"Butyrivibrio_crossotus"	"GGB9453_SGB14844"	"Lacrimispora_celerecrescens"	"Coprococcus_comes"	"Tyzzerella_nexilis"	"Oscillospiraceae_bacterium"	"Clostridiaceae_bacterium_Marseille_Q4149"	"GGB3267_SGB4317"	"GGB9480_SGB14874"	"GGB3478_SGB14857"	"Gemmiger_formicilis"	"GGB58485_SGB80143"	"GGB28645_SGB41268"
"HSM7CZ1T_P"	0.465003747065141	0.052243693296426	0.0876482453513534	0	0.133922830490375	0.0000153067225790072	0.00941589443908823	0.0164092175234236	0	0	0	0.0417960846636399	0.0111889060162097	0.0256005448782319	0.0174241867789981	0.00212855900561777	0	0.0329707831648652	0	0.00233360745036744	0.000408145025546303	0.0000913266870653564	0	0	0	0	0.000104681545691337	0	0	0	0	0.00550343451008471	0	0.00242647508265887	0.00054261817894175	0	0.000150807172791838	0.00440001499853353	0	0.000880598831860788	0.00128525104822799	0.0056674938118208	0.00630996524141218	0.0140511604088025	0	0	0.00189690357329788	0	0.00724583264204818	0	0	0	0.000431053744573945	0.000538508991672218	0	0	0	0.000455606138509401	0	0.000374757878981353	0	0	0	0.00353636656415956	0	0	0	0	0	0.000612988010932492	0	0	0	0	0	0.00000996477912861521	0	0	0	0	0.00934614098518792	0.000378764336569147	0.000346096297776364	0	0.000566759654150253	0.00484822459995778	0.00494283863683876	0.00064103321404705	0	0	0	0	0.000276753762603005	0.00449791638523014	0	0	0	0	0	0.00115057243546907	0.0000370854151075286	0.000387290900153427	0.0010584239109498	0.000287540379185527	0.00294639000193645	0.000903302091524955	0.000273774601832594	0	0	0	0	0	0.000743249247376669	0	0	0.0000515703002326313	0	0	0	0	0	0	0	0	0	0.00392951305617208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637848593913163	0.00481072826612329	0.000459304407051981	0	0	0	0	0.00145331680755186	0	0	0	0
"HSM7CZ1V"	0.508139127590826	0.0355225158202772	0.0822786650098571	0	0.0917929378322914	0.00000343205886182812	0.0347186065033478	0.0190472200827934	0	0.000162921853029144	0	0.0429368733338111	0.0167302775223361	0.01713182840917	0.0444814007645416	0.00178790078119716	0.0000362385038645986	0.00717189264923652	0	0	0	0	0	0	0.0000115074914778943	0	0.00607777247266718	0	0	0	0	0.0143385362672726	0	0.00144600715281444	0.00625563387603605	0	0.000117295658748368	0.0033796694927316	0	0.000311106041533969	0.00668766952099562	0.00183181094604702	0.00458149575181773	0.00507540939919791	0	0	0.00213827361382676	0	0.000722347447507164	0	0	0	0.000213090478156459	0.000133850295611305	0	0	0	0.00152696336479051	0	0.000398017885064386	0	0	0	0.00174338495890109	0	0	0	0	0	0.00132941809441998	0	0	0	0	0	0	0	0	0	0	0.00786547136804894	0.000747886003155474	0.00234449997425956	0	0.000304544752533414	0.000811278149191598	0.00132588509265045	0.00108311739962994	0	0.000124765433918229	0	0	0.000018775380832355	0.000441524278283445	0	0	0	0	0	0.00162861287284525	0.000578503804033476	0.00249328982021059	0.00110683898293964	0.000666021305010098	0.00522904450471857	0.0000281630712485325	0.0000669251478056524	0	0	0	0	0	0.00144318075139881	0	0	0.000011406548570194	0	0	0	0	0	0	0	0	0	0.000722852162045668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00561545395539737	0.00472261393678349	0	0	0	0	0.000358246379430258	0	0	0	0
"HSM7CZ1Z"	0.27706752898586	0.0303448701474279	0.068382518685413	0.055012387208932	0.062180493950743	0.0000025103906638565	0.038812836255062	0.0236412902780415	0.0000829474915182789	0.000170706565142284	0.000200412854664592	0.0652952611669237	0.030308469482802	0	0.02320971228308	0	0.00337250065767005	0.0924452407961495	0.00000512538093870779	0	0	0	0.00066713631892003	0	0	0	0.0182788866208207	0	0	0.000224156966360241	0	0.00944911045875821	0	0.00581061299033029	0.00538091778836675	0	0.000545068572889977	0.00811860340691393	0.000245286087781039	0.00412153847199842	0.00323045438594014	0.00141931212157822	0.00980610893108089	0.0189711268463793	0	0.0000047069824947311	0.00838376342078384	0.0130122962072704	0.00129295579149741	0	0	0	0.00176564143357951	0.00450332705212669	0.000168928371755385	0.00101158283792343	0	0.000588268212230518	0	0.00226960235934882	0	0	0.000237859515400461	0.00642660009947423	0	0	0	0	0	0.00416358751561803	0	0	0.000362228452872383	0	0.0018887551757195	0.00241614641435148	0	0	0	0	0.0127395004217979	0.000294866303392217	0.0012421203805543	0	0.0027655091150716	0.00656341639065445	0.00663485792496338	0.0000651655576492902	0	0.000416306451756305	0	0	0.000701967989381047	0.00196971527462889	0.000111084786875677	0	0	0	0	0.00720827299243274	0	0.00444684326218991	0.00205872954358483	0.0104680152694512	0.000370073423696937	0.000196542669057813	0.000708453165262678	0	0	0	0	0	0	0	0	0.00000533458016069614	0	0	0	0	0	0	0	0	0	0.0107869394833721	0	0	0.000114431974427487	0	0	0	0	0.000795793840442707	0	0	0	0	0	0.000222797171417319	0.0130499520672283	0.00302491615033684	0	0	0.0000216521194757665	0	0.00771735929914077	0	0	0	0
"HSM7CZ24"	0.258287844467444	0.0259414678032322	0.0494125539428513	0	0.272137789437944	0	0.0274030094821322	0	0.0279635558733944	0.0658337543240392	0.0141974673308478	0.0165512906098843	0.0267462024724729	0	0.00157738246568242	0	0	0.0220286120592514	0.028341012313158	0.0188687214293564	0.000447781023597895	0.0000626360360389902	0	0.00784898215928866	0.0237605855926045	0	0	0	0.00717362012095008	0	0.0147862050640261	0	0	0.00158958162818429	0.00095368746852821	0.000115123188988195	0	0.00372904819468797	0.00665725725101816	0.000803299473652269	0	0.000241932970625236	0.00433060017419174	0.0117665535459172	0	0	0.00112068272664199	0	0	0	0	0	0.000424715380212014	0.000142904475021856	0	0	0	0.000336245823580836	0	0.000775415673648003	0	0	0	0.00118946960091721	0	0.000532560077287332	0	0	0	0.0027187730143864	0	0	0	0	0	0.00059878410229746	0	0	0	0	0.000423587726535372	0.000977060653825902	0.000376738841969383	0	0.00310002247106235	0.00011840363604752	0.000239472635330743	0	0	0.00076014109202802	0	0	0.0000499243036841058	0.00913573751830899	0	0	0	0	0	0.00203644002604675	0.000131012854431801	0.000045106147065722	0	0.00715824302535949	0	0	0.000364642193438121	0	0.011200573914213	0	0.0016868673862874	0	0	0	0	0	0	0	0	0	0.000246238557390601	0.00143109502963064	0	0	0	0.00445228425729858	0	0	0	0	0.00152530536861563	0.00342396661817072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354565070127757	0	0.000174376263997257	0	0
"HSM7CZ26"	0.148100600083139	0.0232272674148049	0.113480229621597	0	0.257807887773279	0.0000584371466746689	0.0609358163198469	0	0.0170713528263672	0.0802370921333326	0.0150495987958095	0.0120911379745985	0.0130882084112674	0.0000454867899940185	0.00170869788765769	0	0	0.0231513847463207	0.0185688849807115	0.0281909999944346	0	0.0000381018758538135	0	0.00555420462762266	0.0363981012422496	0	0	0	0.00790795871126613	0	0.0251160929908389	0	0	0.00114412655302604	0.0002106305946076	0	0	0.0034486478757348	0.00247084243247513	0.000657792497184099	0	0	0.005721167903836	0.0291340214218165	0	0	0.00227658708226538	0	0	0	0	0	0	0.00000556544254044402	0	0	0	0	0	0.000714731255482496	0	0	0	0.000735601665009163	0	0.000078665389754362	0	0	0	0.00384636296189427	0	0	0	0	0	0.000148233421509922	0	0	0	0	0.00079703558843638	0.000496929802217014	0	0	0.0104232176563237	0.000402103223547129	0	0	0	0.00300951305374548	0	0	0	0.000116232126902364	0	0	0	0	0	0.00622055934409975	0.000108847212762159	0.0000308239894547695	0	0.00441521540617242	0	0	0.00130852116345148	0	0.0093372071667488	0	0	0	0	0	0	0	0	0	0	0	0.000755508824865369	0.00711167231701788	0	0	0	0.00245906938094726	0	0	0	0	0.0043512128169573	0.00402113926321247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606065989880313	0	0.00015401291953269	0	0
"HSM7CZ28"	0.282533321918885	0.0429574103141256	0.0277960523008915	0	0.188042849897212	0	0.0253533038215511	0	0.02392092453649	0.0739022420185543	0.0287981675365246	0.0111282410147459	0.0308758370757452	0.00415428087861485	0.00216285462524859	0	0	0.0251426162361081	0.021700609660666	0.044993915880098	0	0.0000463491523978118	0	0.0131043233706289	0.0262469535749747	0	0.000688147347130071	0	0.00162052721420113	0	0.0237345755470549	0	0	0.00335449344979599	0.000582962284382526	0.000222645243481726	0.0000495237518771131	0.00408391059015699	0.000285608133154554	0.00286846226951482	0	0.0000280422954005024	0.00575798271557568	0.0175815668362714	0	0	0.00310983764992443	0	0	0	0	0	0.000256825097875547	0.000137142697505854	0	0	0	0.00127724719050592	0	0.00134105664003989	0	0	0	0.00119534252393992	0	0.000148888715579272	0	0	0	0.00552824753325684	0	0	0	0	0	0.000799999068784152	0	0	0	0	0.000326983746368125	0.000488994139795181	0.000139470737124009	0	0.00173132073602877	0.000648464853638795	0.00017301567162197	0	0	0.00478719019480507	0	0	0.000220740483794145	0.00114761771176774	0	0	0	0	0	0.0121714144036446	0.000040952333282998	0.000410475712673774	0	0.00495226936772878	0	0	0.00219153184054495	0	0	0	0.000884231774968304	0	0	0	0	0.00000169311972229331	0	0	0	0	0	0.00246475903573022	0	0	0	0.0115787166808589	0	0	0	0	0.00279153114213306	0.000185925709504465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00379047177828682	0	0.00135894021710663	0	0
"HSM7CZ2A"	0.208419722157251	0.0139578315693775	0.11833499578595	0	0.192100393307832	0.000318843918919705	0.0311165852683742	0	0.00773868254835209	0.128645587211799	0.0204979402619365	0.0149647182383482	0.0205241755943493	0.000538141677353862	0.00222206918278315	0	0	0.01854869737872	0.0211160573880971	0.0153340228571102	0	0.0000335346789308371	0	0.00523257357714843	0.0290648341710127	0	0	0	0.00912270212075637	0	0.0395876355840392	0	0	0.00206021410781727	0.0000942567789507156	0	0	0.00490854606432459	0.0039672477263858	0.000622560206649789	0	0.0000253890313671953	0.00922256564413401	0.0166031570625779	0	0	0.000969226272442713	0	0	0	0	0	0.000158364083152886	0	0	0	0	0.000273461025350841	0	0.000258439181791917	0	0	0	0.00066043217843919	0	0	0	0	0	0.00110040293450656	0	0	0	0	0	0	0	0	0	0	0.000670058852832585	0	0	0	0.00143268188252474	0.000170106510160214	0.0000815622632671167	0	0	0.00573707478794076	0	0	0.00014873740875949	0.000144929054054411	0	0	0	0	0	0.00460049248373595	0	0	0	0.00617905550899137	0	0	0.00118979348244523	0	0.0181574947204038	0	0	0	0	0	0	0	0	0	0	0	0.00201885114421488	0.0016677419979327	0	0	0	0.0101301177278806	0	0	0	0	0.00274032278556604	0.00209448930016299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398078854311497	0	0.000511694769679699	0	0
"HSM7CZ2E"	0.24168684533337	0.0150891239992024	0.150532439046332	0	0.119554299164954	0.0000633239104038171	0.0393293303501657	0	0.0173552079615256	0.0733019346231927	0.0232118923754695	0.0254480244390911	0.0191954360353884	0	0.00201859214883005	0.000964160946786772	0	0.0212060479205506	0.0205395404445981	0	0	0	0	0.0062234656233042	0.027069158001344	0	0.000298378949349577	0	0.0102268633501105	0	0.0300472473065056	0	0	0.00301032127919688	0.00360718281768393	0	0	0.00493967957064938	0.00207372851599017	0.000065500345949611	0	0.00113361199999502	0.01121993979772	0.00600613298808847	0.015799885664586	0	0.000263866899980557	0	0.0000518198939474771	0	0	0	0.0000747242870722618	0	0	0	0	0	0	0.000121569471200782	0	0	0	0.00123611175022314	0	0	0	0	0	0.000212876124336239	0	0	0	0	0	0.000154526923751379	0	0	0	0	0.00136462508721288	0.000676249616014585	0	0.0152530821436522	0.000406060688972436	0.000549083596267474	0.000119082116291303	0	0	0.000777609328575852	0	0	0.00000393831194000778	0.000752217580541588	0	0	0	0	0	0.000942189311753042	0	0.0000667440234043509	0	0.00293228051891198	0	0	0.000318174148837514	0	0.0324760457358238	0	0.00628513129710169	0	0	0	0	0	0	0	0	0	0.00165077454159085	0.000453113152676746	0	0	0	0.00471291571473521	0	0	0	0	0.000906433584929282	0.0347324911978728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104924921264853	0	0.000239718829401032	0	0
"HSM7CZ2J_P"	0.148809016375651	0.00804915201471021	0.0621143549380027	0	0.0184443786640377	0	0.00702710904234878	0	0.00696041987333043	0.0364744665941265	0.0171342930072527	0.020117270177432	0	0.00461717638268091	0.00305595777023715	0	0	0.0563032746583989	0.0194808919277899	0	0.0264868198189725	0.229606509785639	0	0	0	0	0	0	0	0	0.0374438712601244	0	0	0.00553236988455539	0	0	0.000498176481141802	0.00511157800519903	0.0232393928307675	0.000215481513101747	0.000468501898072315	0.00000671085977543097	0	0	0.0047624035825086	0.0124172925854122	0	0	0	0	0	0	0.00340670505068744	0	0.00960303062427459	0	0	0.000294648687015042	0	0.000297165259430828	0	0	0	0	0	0	0	0	0	0.000352215281026165	0	0	0	0	0.0783040944318633	0	0	0	0	0	0	0.00690966899627872	0.0002278546608127	0.0969156154471829	0.00065367968500063	0.00388799952520667	0.000301254689606482	0.00045392674949755	0	0	0	0	0	0.000722570854882795	0	0	0	0.000236452949899971	0	0	0	0	0.0157347641725232	0.00554526731818629	0	0.0000418380164124552	0.00444363774317561	0	0	0	0.000331243844227942	0	0	0	0	0	0	0	0	0	0	0.0072972211483099	0	0	0	0	0	0	0	0	0.0013612559625727	0	0	0	0	0	0.00670750434554385	0	0	0	0.000438407886266864	0.00102372068730529	0	0	0	0	0	0	0.00013138605154087	0	0
"HSM7CZ2L_P"	0.116103777759044	0.280653051232046	0.0911157135635752	0	0.00706508956090164	0.0000657373272411699	0.00316564629885355	0.000493731584238283	0.025910005922836	0.020292324934967	0.0447730567198714	0.00558583778337618	0	0.00561908424772804	0.00271314896585685	0	0	0.0128868908867231	0.0119373157344398	0	0.00977651143770125	0.11355675317188	0	0	0	0	0	0.0124837235349238	0	0	0.0121089452095029	0	0	0.00165357982924055	0	0.000137843295380911	0.000637619691319531	0.00194329901859244	0.0142302423440571	0.00194664525364084	0.0129723817950565	0.000586562621064894	0	0	0.00406470409621268	0.0229954351956786	0.000623047377399074	0	0	0	0	0	0.000794892738594384	0	0.00756443418457595	0.000815293978083023	0	0.00129207850094715	0.00044796372422144	0.000567564641435262	0	0	0	0.000206710971538327	0	0.000538959728924736	0	0.000155977730481923	0	0.00729284943032507	0	0	0	0	0.0825504312703291	0.00118704989765378	0	0	0	0	0	0.00217613221212151	0.000339372999747521	0.0294705079574009	0.000764776623158774	0.00312689473813174	0.000135144718728974	0.000135900320191516	0	0	0	0	0	0.00420265533465967	0	0	0	0.00145928231030112	0	0.000745454814330909	0.000178537831292112	0.00120432078822617	0.0068598897922884	0.00163004824083566	0	0.00000507332410563951	0.000829974235069557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148875076734027	0	0	0	0	0	0	0	0	0.000253342376083788	0	0	0.000268454405334632	0	0	0.000722894713520722	0	0	0	0.000651760232975678	0.00103128805330401	0	0	0	0	0	0	0.000807630020391524	0	0
"HSM7CZ2X_P"	0.567325428591448	0.027437439898757	0	0	0	0.000014615590622465	0.0651385708445619	0	0.125403164619266	0	0	0.0824622369677292	0.0000968282878738312	0	0	0	0	0	0.0277115896905063	0	0.010432415144675	0	0	0.00142287073412822	0	0	0	0	0	0	0	0	0	0.00479025982651294	0	0	0.00499509303038367	0	0	0	0	0.00162308283214037	0	0	0	0	0.00528181652877144	0	0	0	0	0	0.000927230263901683	0.000776023381506033	0	0	0	0.00742052880066613	0	0.0000721107449093676	0	0	0	0.0104780888653702	0	0	0	0.0108722799418643	0	0.00318394193655716	0	0	0	0	0	0.00024953971636297	0	0	0	0	0	0	0.0247813787058582	0	0.00206971808675041	0.000239115361286652	0	0	0	0	0	0.000575381413181456	0	0	0	0	0	0	0	0.000164747797237051	0.0000850068542821303	0.0000615789222549448	0	0	0	0	0.00166048154932139	0	0	0	0	0	0.00142706196967437	0	0	0.0000616863898330509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000941630919367936	0	0	0	0	0	0	0	0	0	0.00145038243412345	0.0027571881838968	0	0	0	0	0	0	0.00560948517441773	0	0
"HSM7CZ2Z"	0.000566206476210074	0.0132596878032642	0.1938345917965	0	0.101364447816937	0	0.0325991679535709	0.122914172195153	0.0173701481516103	0	0	0.0670579817389785	0.0908601936352955	0	0.0209595730667238	0.00332833210419998	0	0.0850362659691924	0	0.0725432311453505	0	0	0	0.00411798885550902	0	0	0	0.0100833897187151	0	0	0.0677079428573759	0	0	0.00430756084837493	0.000647347053410262	0	0.00054466658071621	0.00188808685889664	0.00357112646020363	0.00876380971321721	0	0	0	0	0	0	0.00355251431749534	0	0.00327416867766686	0	0	0	0.00192029213953795	0	0.0276280528488655	0.00180966490928306	0	0.0053931297562259	0	0.00163473168034502	0	0	0	0.0108111454111292	0	0	0	0	0	0.000437280791045343	0	0	0	0	0.00393113549022972	0	0	0	0	0	0	0.00147924709491116	0	0	0	0.000519989807237802	0.00383661090029549	0.000940017769368156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151197518854989	0.000219267771119579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00249758225129341	0	0	0	0.00032999956397396	0.0049472748320228	0	0	0	0	0	0	0	0	0
"HSM7CZ32"	0.363348560659628	0.00507645671117344	0.0503980995806263	0	0.140547250880365	0.00267673490678235	0.000639976910465204	0	0.000423840995793123	0	0.000999218012815304	0.000164346508572844	0	0.0684707409563981	0.169076315686321	0	0	0.00299776352979073	0.000894653778513462	0	0.00112535204204643	0	0	0.00431724372620069	0	0	0	0	0	0.00028018835139101	0.0000559500772023469	0	0	0	0	0.0539498893151995	0.00123790914452003	0	0	0	0.0000273728362046696	0.00273640768970854	0	0	0.000103797794888111	0	0	0	0	0	0	0	0	0.0109012867641826	0	0	0	0	0.00106699315525807	0	0	0	0	0	0	0.00903522577443776	0	0	0	0	0	0	0.0000944910305785238	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000762716708006948	0	0	0	0	0.0757270608515667	0	0	0	0	0	0	0	0	0.00122871187155526	0	0	0	0	0.0107669408840901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113739608997648	0	0	0	0	0.0197311067757405	0	0	0	0	0	0	0	0
"HSM7CZ36"	0.142603495169806	0	0.0114220643306695	0	0.0732008769689484	0	0.000096787218629535	0.00175474800999936	0	0	0	0.016408844561006	0.00272986857830661	0.330423250080692	0.0317532429047934	0	0	0.00045078540482853	0	0	0.0117017666012465	0	0	0.0179901643719853	0	0	0.0518303017330881	0	0	0	0.000553328691526342	0	0	0.0498883749170167	0	0.0222320667567456	0	0.0000813311099276823	0	0	0	0.000779947223251444	0	0	0	0	0	0	0	0	0	0	0.0577982783813595	0.0160656123539718	0	0	0	0	0	0.00267028261441464	0	0	0	0	0	0.00119481049957981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384025674621837	0	0	0	0	0.0977041389540414	0	0	0	0	0	0.00216854534779656	0	0	0	0	0.000563028732159919	0	0	0.0215329176741562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0305608840638352	0	0	0	0	0	0	0	0
"HSM7CZ38"	0.487003812065459	0.00004643135731001	0.0835053164414355	0	0.234633567809987	0.0000019388918437142	0	0	0.0000275526735685769	0	0	0.0381917813027965	0	0.0012675250310937	0.0541482488949337	0	0	0	0.0428150178806647	0	0.0035483761678762	0.0000265322041771484	0	0.00214288367506132	0	0	0.00601444249920301	0	0	0	0	0	0	0.00246086193743053	0	0.0167418208357808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187460227205469	0.000305222394976351	0	0	0	0	0	0	0	0	0	0	0	0.00141763607857288	0.000128987331076599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189197066109681	0	0	0	0	0	0.00192491141305213	0	0	0	0	0	0	0	0.00257637907254027	0	0	0	0	0	0	0	0	0	0.00000826580207057282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268179356067486	0	0	0	0	0	0	0	0	0	0	0	0	0
"HSM7CZ3A"	0.387795912737851	0.0553365009260153	0.0568747344526152	0	0.0660011821647603	0.0305622605573824	0.00174938580194822	0	0.0860626024841916	0.049584581296763	0.0200830189447714	0.00390811697938905	0.0697539947428946	0.0394946291932574	0	0	0	0.00719625056092144	0.021759997926532	0.0160270028071013	0	0	0	0	0.00352633556385423	0	0	0.000246635731264143	0.000189245098217692	0.006795441784968	0.00140781896978465	0.00287714259649006	0	0.000396386200288578	0	0.0000515281490255773	0	0.00452378065217769	0.000677271180306249	0.00253321020059878	0	0.000267000149441917	0.00650859147033259	0.00069249306864115	0.00318600293885295	0	0.004680113559401	0	0	0	0	0	0.000257229342740459	0	0	0	0	0.00937719746728348	0	0.0103133435998799	0	0	0	0.00303110993998565	0	0	0	0	0	0	0	0	0	0	0	0.000411093835639192	0	0	0	0	0.00215029742849852	0.00353980899204255	0.000787321318943712	0	0.0000726125213813526	0.000110564391621748	0.000413870801754342	0.000337864210676693	0	0.0000691156010881997	0	0	0	0	0	0	0	0	0	0.000377461690466809	0	0.00415650117079977	0.00131237361590095	0.00156692884312312	0.000125066325778648	0	0	0	0	0	0.000487100426716841	0	0.0000282839141357955	0.00424166146499773	0	0.0000323979380100927	0	0	0.00292208830731676	0	0	0.00045861081138733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000797194976242025	0	0	0	0	0.000210740872960896	0	0	0	0	0.00146726661476826	0	0.00019572468581971	0	0
"HSM7CZ3C"	0.365357311111345	0.161523223539695	0.0743564986259916	0	0.048336492998598	0.00349026112241365	0.00140684839201689	0	0.0132296454985311	0.0350946845456691	0.0196699298521877	0.0156809875994626	0.0761001594968754	0.0430489526479968	0.000083823027391783	0	0	0.000951244391864443	0.0221060682601218	0.000889517398295403	0	0	0	0	0.0173189321250384	0	0	0.00269004008098906	0.000010237153284849	0.00326250980131409	0.000479625835088177	0.00526280900999227	0	0.00161939602011915	0	0	0	0.00289407364101283	0.000921445153589733	0.00602532489278356	0	0.000632777702547652	0.00491677295737371	0.00243066507845511	0.00277031558001481	0	0.000101155237408707	0	0.00171700372916182	0	0	0	0.00012933274843037	0.000656799537483387	0	0	0	0.00361624905838461	0	0.00069217346319044	0	0	0	0.00511006257434606	0	0	0	0.00472662543695414	0	0	0	0	0	0	0	0.000178288639881678	0	0	0	0	0	0.00754062629484785	0.000836000398944904	0	0.0000126697441644159	0.000849278290829213	0.000885057648349526	0.000489052124746503	0	0.000026555783768618	0	0	0	0	0	0	0	0	0	0	0	0.00078957845632648	0.00152928879962181	0.00369277431313769	0.000992497078863785	0	0	0	0	0	0	0	0.000413743165433208	0.0239312209254711	0	0.00000760184649864926	0	0	0.000678084707679608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021517279909313	0	0	0	0	0.0000751062434066646	0	0	0	0	0.00561087222167714	0	0	0	0
